,French_Canadian_50,French_Canadian_100,French_Canadian_500,French_Canadian_1000,French_Canadian_2500,French_Canadian_5000,French_Canadian_7500,French_Canadian_10000,1000_Genomes_50,1000_Genomes_100,1000_Genomes_500,1000_Genomes_1000,1000_Genomes_2500,1000_Genomes_5000,1000_Genomes_7500,1000_Genomes_10000
0,36.35034499998437,40.74017130001448,45.188431399990804,61.167908900009934,101.44105140003376,163.8579701000126,218.7851433000178,271.31572720000986,3.206182499998249,3.171598399989307,2.5822660999838263,2.69332319998648,4.224777599971276,3.8449803999974392,4.4200557000003755,5.085464600007981
1,31.44416579999961,36.967968700046185,48.87031609995756,64.11405520001426,103.5561250000028,155.09681110002566,206.57098900002893,254.39274720003596,2.7928293999866582,2.818288200011011,2.5799951999797486,2.7226904000272043,4.245000299997628,3.7989021000103094,4.374562599987257,5.092337400012184
2,36.899268899986055,37.19733200001065,49.354716400033794,62.55713470000774,98.41335819999222,166.2286828000215,205.2991720000282,262.61019139998825,3.090345399978105,3.173595500004012,2.558659100031946,2.655197899963241,3.826464899990242,3.822575500002131,4.3778485000366345,5.300166799977887
3,33.757639799965546,38.07266469998285,46.862347099988256,60.788492000021506,97.41206170001533,162.24563209997723,208.53885800001444,273.34921879996546,3.319156799989287,3.080071299977135,2.580120900005568,2.6727521999855526,3.9958893000148237,3.812584400002379,4.422898900054861,5.547383000026457
4,35.3270993999904,36.80886470002588,62.87832019996131,59.500018000020646,100.11376019997988,149.99697009997908,206.17695749999257,262.3777544000186,3.216455399990082,3.1228736999910325,2.5579038999858312,2.737592499994207,3.6905866999877617,3.769997700001113,4.377256600011606,5.633629099989776
5,35.79916850000154,37.937186699942686,59.848855299991556,64.90303680003854,94.01767859997926,153.6099108000053,205.25858490000246,268.1944632999948,2.736790700000711,2.4973574000177905,2.539402100024745,2.6734909000224434,3.9785295000183396,3.851056499988772,4.293780000007246,6.1058899000054225
6,32.71417970000766,39.42309609998483,46.975024299987126,59.958089699968696,98.86823780002305,149.72703969996655,213.1895062000258,254.98464969999623,2.7892014000099152,2.40034699998796,2.516538899973966,3.0974157999735326,3.6330200000084005,3.7944904000032693,4.2643033000058495,6.484742800006643
7,35.457852000021376,37.135095399979036,50.88932089996524,58.292339199979324,102.18058620003285,142.64361659996212,205.72235980001278,252.05610629997682,2.8905427000136115,2.4063980999635532,2.50740429997677,3.3586893000174314,3.1714820999768563,3.86913690000074,4.335715799999889,6.751385000010487
8,33.01880259998143,34.928470799990464,50.654431400005706,57.149429099983536,94.00819580000825,155.7610792000196,215.70814930001507,257.35665329999756,3.284042299957946,2.380317000031937,2.5456976999994367,3.273211999970954,3.118114200013224,3.8420867000240833,4.423268200014718,6.4807991000125185
9,39.14194599998882,37.43160800001351,48.26713940000627,60.021324400033336,96.22235480003292,159.83081899996614,211.48978579998948,300.275574600033,2.6853535000118427,2.5422154999687336,2.5517487000324763,3.4204560999642126,3.0917071000440046,3.813626499962993,4.382434299972374,6.95112290000543
