,1000_50Mb,5000_50Mb,10000_50Mb,25000_50Mb,1000_100Mb,5000_100Mb,10000_100Mb,25000_100Mb,1000_200Mb,5000_200Mb,10000_200Mb,25000_200Mb
0,0.23168540000915527,0.4330904000089504,0.718521700007841,1.1498963000485674,0.3533973000012338,0.5985707000363618,0.8241899000131525,1.3007781999767758,0.6177119000349194,1.0151613999623805,1.2953321999520995,1.971244000014849
1,0.23218970000743866,0.4261005999869667,0.6902887999895029,1.238507899979595,0.34939139999914914,0.5827351000043564,0.8466406000079587,1.4823142000241205,0.6110070000286214,0.9941660999902524,1.2844370999955572,2.0059854999999516
2,0.22626909997779876,0.440053700003773,0.6705347999813966,1.3648919999832287,0.3449260000488721,0.6342765000299551,0.8368225999874994,1.4592615999863483,0.6050894999643788,0.9682429999811575,1.2899549000430852,1.9737530999700539
3,0.24140399997122586,0.44975369999883696,0.6883884000126272,1.1830861999769695,0.348963999946136,0.6051221999805421,0.8467314000008628,1.456135499989614,0.6093048000475392,1.014191500027664,1.3039177999598905,2.141924099996686
4,0.22902309999335557,0.4459997999947518,0.6649094999884255,1.2135010000201873,0.35036860004765913,0.6184926999849267,0.8289789999835193,1.378905899997335,0.5996778000262566,0.9975505999755114,1.2939034000155516,1.9826183000113815
5,0.22882560000289232,0.4476431999937631,0.7107924000010826,1.2566676000133157,0.35135340003762394,0.6025649000075646,0.8250821999972686,1.5167926999856718,0.6074164999881759,0.9913339000195265,1.2668563000042923,1.9885664000175893
6,0.23332509997999296,0.4448135999846272,0.7042025999980979,1.1590046000201255,0.35133330000098795,0.5888372999615967,0.8453128999681212,1.4058516999939457,0.6100228999857791,0.9893306999583729,1.2922526999609545,1.9762985999695957
7,0.23043799999868497,0.45807110000168905,0.6858635999960825,1.174261900014244,0.3642336999764666,0.6128416000283323,0.8144655000069179,1.3945489000179805,0.6074580000131391,0.9580856999964453,1.2931415000348352,2.0538559000124224
8,0.2325391999911517,0.4521585999755189,0.7007148999837227,1.1086894999607466,0.3602066999883391,0.6025239999871701,0.9522844000020996,1.4662148000206798,0.6059411999885924,0.9795774000231177,1.278833200049121,1.9539558999822475
9,0.22134009998990223,0.43377000000327826,0.7327774000004865,1.258929600007832,0.35549609997542575,0.6108003999688663,0.8783686999813654,1.508510000014212,0.6067146999994293,0.990161599998828,1.3667957000434399,2.0392237000050955
